sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
positif,pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/sgv0izr459,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,pertumbuhan ekonomi harus diimbangi dengan pemerataan jokowi sekali lagi  pictwittercomsgvizr,93,10,"['pertumbuhan', 'ekonomi', 'harus', 'diimbangi', 'dengan', 'pemerataan', '.', 'jokowi', 'sekali', 'lagi', 'pic.twitter.com/sgv0izr459']","['pertumbuhan', 'ekonomi', 'diimbangi', 'pemerataan', '.', 'jokowi', 'pic.twitter.com/sgv0izr459']","['tumbuh', 'ekonomi', 'imbang', 'perata', '', 'jokowi', 'pic twitter com sgv0izr459']",tumbuh ekonomi imbang perata  jokowi pic twitter com sgv0izr459
netral,prabowo-sandi komitmen jika terpilih sebagai kepala negara tidak akan ambil gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/â â€¦,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,prabowosandi komitmen jika terpilih sebagai kepala negara tidak akan ambil gaji  httpswwwgardaindonewscomprabowosandikomitmenjikaterpilihsebagaikepalanegaratidakakanambilgajiâ â,177,13,"['prabowo-sandi', 'komitmen', 'jika', 'terpilih', 'sebagai', 'kepala', 'negara', 'tidak', 'akan', 'ambil', 'gaji', 'https', ':', '//www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/â', 'â€¦']","['prabowo-sandi', 'komitmen', 'terpilih', 'kepala', 'negara', 'ambil', 'gaji', 'https', ':', '//www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/â', 'â€¦']","['prabowo-sandi', 'komitmen', 'pilih', 'kepala', 'negara', 'ambil', 'gaji', 'https', '', 'www gardaindonews com prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji', '']",prabowo-sandi komitmen pilih kepala negara ambil gaji https  www gardaindonews com prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji 
netral,"saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : paus fransiskus dr vatikan dan donald trump usa, setelah 17 april yg ketiga prabowo-sandi satu2-nya di asia..","Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",saat ini hanya  pemimpin negara yg tidak mau di gaji yaitu  paus fransiskus dr vatikan dan donald trump usa setelah  april yg ketiga prabowosandi satunya di asia,161,27,"['saat', 'ini', 'hanya', '2', 'pemimpin', 'negara', 'yg', 'tidak', 'mau', 'di', 'gaji', 'yaitu', ':', 'paus', 'fransiskus', 'dr', 'vatikan', 'dan', 'donald', 'trump', 'usa', ',', 'setelah', '17', 'april', 'yg', 'ketiga', 'prabowo-sandi', 'satu2-nya', 'di', 'asia', '..']","['2', 'pemimpin', 'negara', 'yg', 'gaji', ':', 'paus', 'fransiskus', 'dr', 'vatikan', 'donald', 'trump', 'usa', ',', '17', 'april', 'yg', 'ketiga', 'prabowo-sandi', 'satu2-nya', 'asia', '..']","['2', 'pimpin', 'negara', 'yg', 'gaji', '', 'paus', 'fransiskus', 'dr', 'vatikan', 'donald', 'trump', 'usa', '', '17', 'april', 'yg', 'tiga', 'prabowo-sandi', 'satu2-nya', 'asia', '']",2 pimpin negara yg gaji  paus fransiskus dr vatikan donald trump usa  17 april yg tiga prabowo-sandi satu2-nya asia 
negatif,"emg siapa yg nyuruh makan aspal? ada? trus sby gaji guru dan honorer d naikan, prabowo juga.. pdhal peran penting adalah pertanian dan petani, buruh tani.. guru bisa nyediain beras dan bahan makan yg lain?? semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? km ta?","Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?",emg siapa yg nyuruh makan aspal ada trus sby gaji guru dan honorer d naikan prabowo juga pdhal peran penting adalah pertanian dan petani buruh tani guru bisa nyediain beras dan bahan makan yg lain semua petani klw petani ga sejahtera trs ngambek gmw nanam gmna km ta,266,48,"['emg', 'siapa', 'yg', 'nyuruh', 'makan', 'aspal', '?', 'ada', '?', 'trus', 'sby', 'gaji', 'guru', 'dan', 'honorer', 'd', 'naikan', ',', 'prabowo', 'juga', '..', 'pdhal', 'peran', 'penting', 'adalah', 'pertanian', 'dan', 'petani', ',', 'buruh', 'tani', '..', 'guru', 'bisa', 'nyediain', 'beras', 'dan', 'bahan', 'makan', 'yg', 'lain', '?', '?', 'semua', 'petani', ',', 'klw', 'petani', 'ga', 'sejahtera', ',', 'trs', 'ngambek', 'gmw', 'nanam', 'gmna', '?', 'km', 'ta', '?']","['emg', 'yg', 'nyuruh', 'makan', 'aspal', '?', '?', 'trus', 'sby', 'gaji', 'guru', 'honorer', 'd', 'naikan', ',', 'prabowo', '..', 'pdhal', 'peran', 'pertanian', 'petani', ',', 'buruh', 'tani', '..', 'guru', 'nyediain', 'beras', 'bahan', 'makan', 'yg', '?', '?', 'petani', ',', 'klw', 'petani', 'ga', 'sejahtera', ',', 'trs', 'ngambek', 'gmw', 'nanam', 'gmna', '?', 'km', 'ta', '?']","['emg', 'yg', 'nyuruh', 'makan', 'aspal', '', '', 'trus', 'sby', 'gaji', 'guru', 'honorer', 'd', 'naik', '', 'prabowo', '', 'pdhal', 'peran', 'tani', 'tani', '', 'buruh', 'tani', '', 'guru', 'nyediain', 'beras', 'bahan', 'makan', 'yg', '', '', 'tani', '', 'klw', 'tani', 'ga', 'sejahtera', '', 'trs', 'ngambek', 'gmw', 'nanam', 'gmna', '', 'km', 'ta', '']",emg yg nyuruh makan aspal   trus sby gaji guru honorer d naik  prabowo  pdhal peran tani tani  buruh tani  guru nyediain beras bahan makan yg   tani  klw tani ga sejahtera  trs ngambek gmw nanam gmna  km ta 
positif,"70 tahun merdeka, harga bbm bisa sama sampai papua yg bikin ya jokowi melawan para mafia. itu dulu satu, kalau ku jelaskan banyak yg dilakukan jokowi .","70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .",tahun merdeka harga bbm bisa sama sampai papua yg bikin ya jokowi melawan para mafia itu dulu satu kalau ku jelaskan banyak yg dilakukan jokowi,143,25,"['70', 'tahun', 'merdeka', ',', 'harga', 'bbm', 'bisa', 'sama', 'sampai', 'papua', 'yg', 'bikin', 'ya', 'jokowi', 'melawan', 'para', 'mafia', '.', 'itu', 'dulu', 'satu', ',', 'kalau', 'ku', 'jelaskan', 'banyak', 'yg', 'dilakukan', 'jokowi', '.']","['70', 'merdeka', ',', 'harga', 'bbm', 'papua', 'yg', 'bikin', 'ya', 'jokowi', 'melawan', 'mafia', '.', ',', 'ku', 'yg', 'jokowi', '.']","['70', 'merdeka', '', 'harga', 'bbm', 'papua', 'yg', 'bikin', 'ya', 'jokowi', 'lawan', 'mafia', '', '', 'ku', 'yg', 'jokowi', '']",70 merdeka  harga bbm papua yg bikin ya jokowi lawan mafia   ku yg jokowi 
netral,"saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 jokowi mengaitkannya dengan pemerataan. ia pun berujar tak hanya memfokuskan infrastruktur di pulau jawa. simak kesesuaian pernyataannya di #cekfaktacnn berikut ini!  https://bit.ly/2zcomadâ  #cnnindonesia pic.twitter.com/lkx8kbozyr","Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",saat membicarakan pertumbuhan ekonomi capres nomor urut  jokowi mengaitkannya dengan pemerataan ia pun berujar tak hanya memfokuskan infrastruktur di pulau jawa simak kesesuaian pernyataannya di cekfaktacnn berikut ini  httpsbitlyzcomadâ  cnnindonesia pictwittercomlkxkbozyr,274,31,"['saat', 'membicarakan', 'pertumbuhan', 'ekonomi', ',', 'capres', 'nomor', 'urut', '01', 'jokowi', 'mengaitkannya', 'dengan', 'pemerataan', '.', 'ia', 'pun', 'berujar', 'tak', 'hanya', 'memfokuskan', 'infrastruktur', 'di', 'pulau', 'jawa', '.', 'simak', 'kesesuaian', 'pernyataannya', 'di', '#', 'cekfaktacnn', 'berikut', 'ini', '!', 'https', ':', '//bit.ly/2zcomadâ', '#', 'cnnindonesia', 'pic.twitter.com/lkx8kbozyr']","['membicarakan', 'pertumbuhan', 'ekonomi', ',', 'capres', 'nomor', 'urut', '01', 'jokowi', 'mengaitkannya', 'pemerataan', '.', 'memfokuskan', 'infrastruktur', 'pulau', 'jawa', '.', 'simak', 'kesesuaian', 'pernyataannya', '#', 'cekfaktacnn', '!', 'https', ':', '//bit.ly/2zcomadâ', '#', 'cnnindonesia', 'pic.twitter.com/lkx8kbozyr']","['bicara', 'tumbuh', 'ekonomi', '', 'capres', 'nomor', 'urut', '01', 'jokowi', 'kait', 'perata', '', 'fokus', 'infrastruktur', 'pulau', 'jawa', '', 'simak', 'sesuai', 'nyata', '', 'cekfaktacnn', '', 'https', '', 'bit ly 2zcomad', '', 'cnnindonesia', 'pic twitter com lkx8kbozyr']",bicara tumbuh ekonomi  capres nomor urut 01 jokowi kait perata  fokus infrastruktur pulau jawa  simak sesuai nyata  cekfaktacnn  https  bit ly 2zcomad  cnnindonesia pic twitter com lkx8kbozyr
negatif,"kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji umr diatas umr dikit? mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @dahnilanzar @fahrihamzah","Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah",kartu yg ditawarkan jokowi hanya untuk rakyat tidak mampu bagaimana nasib karyawan yg gaji umr diatas umr dikit mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  sandiuno dahnilanzar fahrihamzah,248,35,"['kartu2', 'yg', 'ditawarkan', 'jokowi', 'hanya', 'untuk', 'rakyat', 'tidak', 'mampu', ',', 'bagaimana', 'nasib', 'karyawan', 'yg', 'gaji', 'umr', 'diatas', 'umr', 'dikit', '?', 'mereka', 'dianggap', 'masyarakat', 'mampu', 'dan', 'tdk', 'mendapat', 'bantuan', 'padahal', 'mereka', 'penduduk', 'yg', 'bekerja', 'produktif', '@', 'sandiuno', '@', 'dahnilanzar', '@', 'fahrihamzah']","['kartu2', 'yg', 'ditawarkan', 'jokowi', 'rakyat', ',', 'nasib', 'karyawan', 'yg', 'gaji', 'umr', 'diatas', 'umr', 'dikit', '?', 'dianggap', 'masyarakat', 'tdk', 'bantuan', 'penduduk', 'yg', 'produktif', '@', 'sandiuno', '@', 'dahnilanzar', '@', 'fahrihamzah']","['kartu2', 'yg', 'tawar', 'jokowi', 'rakyat', '', 'nasib', 'karyawan', 'yg', 'gaji', 'umr', 'atas', 'umr', 'dikit', '', 'anggap', 'masyarakat', 'tdk', 'bantu', 'duduk', 'yg', 'produktif', '', 'sandiuno', '', 'dahnilanzar', '', 'fahrihamzah']",kartu2 yg tawar jokowi rakyat  nasib karyawan yg gaji umr atas umr dikit  anggap masyarakat tdk bantu duduk yg produktif  sandiuno  dahnilanzar  fahrihamzah
positif,"jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336â â€¦","Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",jokowi jelas unggul dalam bidang ekonomi tapi kalo hukum payah kata bapak saya  httpstwittercomsavicalistatusâ â,112,15,"['jokowi', 'jelas', 'unggul', 'dalam', 'bidang', 'ekonomi', ',', 'tapi', 'kalo', 'hukum', 'payah', 'kata', 'bapak', 'saya', 'https', ':', '//twitter.com/savicali/status/1117285297551630336â', 'â€¦']","['jokowi', 'unggul', 'bidang', 'ekonomi', ',', 'kalo', 'hukum', 'payah', 'https', ':', '//twitter.com/savicali/status/1117285297551630336â', 'â€¦']","['jokowi', 'unggul', 'bidang', 'ekonomi', '', 'kalo', 'hukum', 'payah', 'https', '', 'twitter com savicali status 1117285297551630336', '']",jokowi unggul bidang ekonomi  kalo hukum payah https  twitter com savicali status 1117285297551630336 
negatif,teori mabok prabowo sandi..   pangan dibuat murah...   petani dibuat makmur..   gmn caranya?  kalo dibuat murah harga beli di petani juga murah...   gmn petani jadi makmur???   makmur... ala gerombolan ngibul.,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,teori mabok prabowo sandi   pangan dibuat murah   petani dibuat makmur   gmn caranya  kalo dibuat murah harga beli di petani juga murah   gmn petani jadi makmur   makmur ala gerombolan ngibul,191,29,"['teori', 'mabok', 'prabowo', 'sandi', '..', 'pangan', 'dibuat', 'murah', '...', 'petani', 'dibuat', 'makmur', '..', 'gmn', 'caranya', '?', 'kalo', 'dibuat', 'murah', 'harga', 'beli', 'di', 'petani', 'juga', 'murah', '...', 'gmn', 'petani', 'jadi', 'makmur', '?', '?', '?', 'makmur', '...', 'ala', 'gerombolan', 'ngibul', '.']","['teori', 'mabok', 'prabowo', 'sandi', '..', 'pangan', 'murah', '...', 'petani', 'makmur', '..', 'gmn', '?', 'kalo', 'murah', 'harga', 'beli', 'petani', 'murah', '...', 'gmn', 'petani', 'makmur', '?', '?', '?', 'makmur', '...', 'ala', 'gerombolan', 'ngibul', '.']","['teori', 'mabok', 'prabowo', 'sandi', '', 'pangan', 'murah', '', 'tani', 'makmur', '', 'gmn', '', 'kalo', 'murah', 'harga', 'beli', 'tani', 'murah', '', 'gmn', 'tani', 'makmur', '', '', '', 'makmur', '', 'ala', 'gerombol', 'ngibul', '']",teori mabok prabowo sandi  pangan murah  tani makmur  gmn  kalo murah harga beli tani murah  gmn tani makmur    makmur  ala gerombol ngibul 
netral,"debat final pilpres, jokowi ulas pemerataan ekonomi  http://aksi.id/artikel/40135/debat-final-pilpres-jokowi-ulas-pemerataan-ekonomi/#.xllvexqu_eo.twitterâ â€¦","Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦",debat final pilpres jokowi ulas pemerataan ekonomi  httpaksiidartikeldebatfinalpilpresjokowiulaspemerataanekonomixllvexqu_eotwitterâ â,134,9,"['debat', 'final', 'pilpres', ',', 'jokowi', 'ulas', 'pemerataan', 'ekonomi', 'http', ':', '//aksi.id/artikel/40135/debat-final-pilpres-jokowi-ulas-pemerataan-ekonomi/', '#', '.xllvexqu_eo.twitterâ', 'â€¦']","['debat', 'final', 'pilpres', ',', 'jokowi', 'ulas', 'pemerataan', 'ekonomi', 'http', ':', '//aksi.id/artikel/40135/debat-final-pilpres-jokowi-ulas-pemerataan-ekonomi/', '#', '.xllvexqu_eo.twitterâ', 'â€¦']","['debat', 'final', 'pilpres', '', 'jokowi', 'ulas', 'perata', 'ekonomi', 'http', '', 'aksi id artikel 40135 debat-final-pilpres-jokowi-ulas-pemerataan-ekonomi', '', 'xllvexqu eo twitter', '']",debat final pilpres  jokowi ulas perata ekonomi http  aksi id artikel 40135 debat-final-pilpres-jokowi-ulas-pemerataan-ekonomi  xllvexqu eo twitter 
netral,"debat pilpres 2019, jika terpilih  prabowo sandi tak ambil gaji  http://aksi.id/artikel/40133/debat-pilpres-2019-jika-terpilih--prabowo-sandi-tak-ambil-gaji-/#.xllvy_cakio.twitterâ â€¦","Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦",debat pilpres  jika terpilih  prabowo sandi tak ambil gaji  httpaksiidartikeldebatpilpresjikaterpilihprabowosanditakambilgajixllvy_cakiotwitterâ â,146,11,"['debat', 'pilpres', '2019', ',', 'jika', 'terpilih', 'prabowo', 'sandi', 'tak', 'ambil', 'gaji', 'http', ':', '//aksi.id/artikel/40133/debat-pilpres-2019-jika-terpilih', '--', 'prabowo-sandi-tak-ambil-gaji-/', '#', '.xllvy_cakio.twitterâ', 'â€¦']","['debat', 'pilpres', '2019', ',', 'terpilih', 'prabowo', 'sandi', 'ambil', 'gaji', 'http', ':', '//aksi.id/artikel/40133/debat-pilpres-2019-jika-terpilih', '--', 'prabowo-sandi-tak-ambil-gaji-/', '#', '.xllvy_cakio.twitterâ', 'â€¦']","['debat', 'pilpres', '2019', '', 'pilih', 'prabowo', 'sandi', 'ambil', 'gaji', 'http', '', 'aksi id artikel 40133 debat-pilpres-2019-jika-terpilih', '--', 'prabowo-sandi-tak-ambil-gaji-', '', 'xllvy cakio twitter', '']",debat pilpres 2019  pilih prabowo sandi ambil gaji http  aksi id artikel 40133 debat-pilpres-2019-jika-terpilih -- prabowo-sandi-tak-ambil-gaji-  xllvy cakio twitter 
positif,"mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika bapak prabowo yang menang ya alhamdulillah dan kalau bapak jokowi yang kalah tetap alhamdulillah.","Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.",mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita bagi saya jika bapak prabowo yang menang ya alhamdulillah dan kalau bapak jokowi yang kalah tetap alhamdulillah,183,29,"['mari', 'kita', 'hargai', 'dan', 'rayakan', 'pesta', 'demokrasi', 'ini', 'dengan', 'penuh', 'suka', 'cita', ',', 'bagi', 'saya', 'jika', 'bapak', 'prabowo', 'yang', 'menang', 'ya', 'alhamdulillah', 'dan', 'kalau', 'bapak', 'jokowi', 'yang', 'kalah', 'tetap', 'alhamdulillah', '.']","['mari', 'hargai', 'rayakan', 'pesta', 'demokrasi', 'penuh', 'suka', 'cita', ',', 'prabowo', 'menang', 'ya', 'alhamdulillah', 'jokowi', 'kalah', 'alhamdulillah', '.']","['mari', 'harga', 'raya', 'pesta', 'demokrasi', 'penuh', 'suka', 'cita', '', 'prabowo', 'menang', 'ya', 'alhamdulillah', 'jokowi', 'kalah', 'alhamdulillah', '']",mari harga raya pesta demokrasi penuh suka cita  prabowo menang ya alhamdulillah jokowi kalah alhamdulillah 
positif,buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. salam 2 periode..dri saya zaenal arip88,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,buat saya jokowi itu sudah harga matipantas saja rakyak nya menyukai andakarna orang itu bisa melihat n memilih mana yg baik n mna yg buruk dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini salam  periodedri saya zaenal arip,247,43,"['buat', 'saya', 'jokowi', 'itu', 'sudah', 'harga', 'mati', '..', 'pantas', 'saja', 'rakyak', 'nya', 'menyukai', 'anda', '..', 'karna', 'orang', 'itu', 'bisa', 'melihat', 'n', 'memilih', 'mana', 'yg', 'baik', 'n', 'mna', 'yg', 'buruk', '..', 'dsto', 'lah', 'anda', 'orang', 'nya', 'yg', 'mampu', 'membawa', 'mereka', 'kedepan', 'dngan', 'negara', 'ini', '.', 'salam', '2', 'periode', '..', 'dri', 'saya', 'zaenal', 'arip88']","['jokowi', 'harga', 'mati', '..', 'rakyak', 'nya', 'menyukai', '..', 'karna', 'orang', 'n', 'memilih', 'yg', 'n', 'mna', 'yg', 'buruk', '..', 'dsto', 'orang', 'nya', 'yg', 'membawa', 'kedepan', 'dngan', 'negara', '.', 'salam', '2', 'periode', '..', 'dri', 'zaenal', 'arip88']","['jokowi', 'harga', 'mati', '', 'rakyak', 'nya', 'suka', '', 'karna', 'orang', 'n', 'pilih', 'yg', 'n', 'mna', 'yg', 'buruk', '', 'dsto', 'orang', 'nya', 'yg', 'bawa', 'depan', 'dngan', 'negara', '', 'salam', '2', 'periode', '', 'dri', 'zaenal', 'arip88']",jokowi harga mati  rakyak nya suka  karna orang n pilih yg n mna yg buruk  dsto orang nya yg bawa depan dngan negara  salam 2 periode  dri zaenal arip88
negatif,"harga pangan murah, catering murah, tusuk prabowo sandi haha","Harga pangan murah, catering murah, tusuk prabowo sandi haha",harga pangan murah catering murah tusuk prabowo sandi haha,58,9,"['harga', 'pangan', 'murah', ',', 'catering', 'murah', ',', 'tusuk', 'prabowo', 'sandi', 'haha']","['harga', 'pangan', 'murah', ',', 'catering', 'murah', ',', 'tusuk', 'prabowo', 'sandi', 'haha']","['harga', 'pangan', 'murah', '', 'catering', 'murah', '', 'tusuk', 'prabowo', 'sandi', 'haha']",harga pangan murah  catering murah  tusuk prabowo sandi haha
negatif,"apaaaaa????? gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan kiani kertas aja yg di tanjung redeb berau sampai sekarang gak jelas","Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas",apaaaaa gaji di berikan ke rakyat  matamu kwi gajinya karyawan kiani kertas aja yg di tanjung redeb berau sampai sekarang gak jelas,131,22,"['apaaaaa', '?', '?', '?', '?', '?', 'gaji', 'di', 'berikan', 'ke', 'rakyat', ',', ',', ',', 'matamu', 'kwi', ',', ',', ',', 'gajinya', 'karyawan', 'kiani', 'kertas', 'aja', 'yg', 'di', 'tanjung', 'redeb', 'berau', 'sampai', 'sekarang', 'gak', 'jelas']","['apaaaaa', '?', '?', '?', '?', '?', 'gaji', 'rakyat', ',', ',', ',', 'matamu', 'kwi', ',', ',', ',', 'gajinya', 'karyawan', 'kiani', 'kertas', 'aja', 'yg', 'tanjung', 'redeb', 'berau', 'gak']","['apaaaaa', '', '', '', '', '', 'gaji', 'rakyat', '', '', '', 'mata', 'kwi', '', '', '', 'gaji', 'karyawan', 'kiani', 'kertas', 'aja', 'yg', 'tanjung', 'redeb', 'rau', 'gak']",apaaaaa      gaji rakyat    mata kwi    gaji karyawan kiani kertas aja yg tanjung redeb rau gak
positif,"mmng lah luar biasa pendukung 02, presiden ri kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi","mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi",mmng lah luar biasa pendukung  presiden ri kl di dlm negeri di hina  sdngkan orng luar negeri aja bnr bs menghargai presiden jokowi,131,23,"['mmng', 'lah', 'luar', 'biasa', 'pendukung', '02', ',', 'presiden', 'ri', 'kl', 'di', 'dlm', 'negeri', 'di', 'hina', ""''"", ',', 'sdngkan', 'orng', 'luar', 'negeri', 'aja', 'bnr', ""''"", 'bs', 'menghargai', 'presiden', 'jokowi']","['mmng', 'pendukung', '02', ',', 'presiden', 'ri', 'kl', 'dlm', 'negeri', 'hina', ""''"", ',', 'sdngkan', 'orng', 'negeri', 'aja', 'bnr', ""''"", 'bs', 'menghargai', 'presiden', 'jokowi']","['mmng', 'dukung', '02', '', 'presiden', 'ri', 'kl', 'dlm', 'negeri', 'hina', '', '', 'sdngkan', 'orng', 'negeri', 'aja', 'bnr', '', 'bs', 'harga', 'presiden', 'jokowi']",mmng dukung 02  presiden ri kl dlm negeri hina   sdngkan orng negeri aja bnr  bs harga presiden jokowi
netral,"sebut kebijakan ekonomi salah arah, prabowo protes gencarnya pembangunanâ infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/â â€¦ pic.twitter.com/x5pdiyxckq","Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ",sebut kebijakan ekonomi salah arah prabowo protes gencarnya pembangunanâ infrastruktur  httpsbhinnekanusantaraidsebutkebijakanekonomisalaharahprabowoprotesgencarnyapembangunaninfrastrukturâ â pictwittercomxpdiyxckq,214,13,"['sebut', 'kebijakan', 'ekonomi', 'salah', 'arah', ',', 'prabowo', 'protes', 'gencarnya', 'pembangunanâ', 'infrastruktur', 'https', ':', '//bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/â', 'â€¦', 'pic.twitter.com/x5pdiyxckq']","['kebijakan', 'ekonomi', 'salah', 'arah', ',', 'prabowo', 'protes', 'gencarnya', 'pembangunanâ', 'infrastruktur', 'https', ':', '//bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/â', 'â€¦', 'pic.twitter.com/x5pdiyxckq']","['bijak', 'ekonomi', 'salah', 'arah', '', 'prabowo', 'protes', 'gencar', 'bangun', 'infrastruktur', 'https', '', 'bhinnekanusantara id sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur', '', 'pic twitter com x5pdiyxckq']",bijak ekonomi salah arah  prabowo protes gencar bangun infrastruktur https  bhinnekanusantara id sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur  pic twitter com x5pdiyxckq
